name,params,keras_size_bytes,tflite_size_bytes,test_accuracy,keras_ms,tflite_ms
cnn_baseline,422026,1729576,1691100,0.9811000227928162,37.386595010757446,0.0871729850769043
cnn_optimized,106058,465472,428080,0.9878000020980835,45.91909170150757,0.029658079147338867
